STUDY_ID,trait,Metric,Tau,sd_rand,Bottom_025,bottomsixth,Mid,topsixth,Top_975,significant
398,TR_Mean_SeedMass,Beta_Tau,0.055555555555555566,0.26778696618306636,-0.5000000000000001,-0.27777777777777785,0,0.27777777777777785,0.5000000000000001,zInsig
401,TR_Max_Height,Beta_Tau,-0.08451542547285167,0.2683763950985397,-0.5352643613280605,-0.253546276418555,-0.028171808490950558,0.253546276418555,0.5352643613280605,zInsig
401,TR_Mean_SeedMass,Beta_Tau,-0.21428571428571427,0.2891589102365161,-0.5714285714285714,-0.2857142857142857,0,0.2857142857142857,0.5714285714285714,zInsig
41,TR_adult_body_mass_g,Beta_Tau,0.014245014245014245,0.1375200863904376,-0.27635327635327633,-0.1339031339031339,-0.002849002849002849,0.1339031339031339,0.26495726495726496,zInsig
412,TR_BodyLength_mm,Beta_Tau,0.20208391420170926,0.11007399109267535,-0.21433142415332798,-0.10655333657908306,0.0012247509951618743,0.10655333657908306,0.2192304281339755,zInsig
413,TR_adult_body_mass_g,Beta_Tau,0.4805194805194805,0.15497302736667912,-0.2987012987012987,-0.15151515151515152,-0.004329004329004329,0.15151515151515152,0.29891774891774575,POS
414,TR_adult_body_mass_g,Beta_Tau,0.2761904761904762,0.19192468291262646,-0.3714285714285715,-0.18095238095238098,-0.009523809523809525,0.18095238095238098,0.3714285714285715,zInsig
415,TR_adult_body_mass_g,Beta_Tau,0.24666666666666667,0.14187634364364118,-0.2733333333333333,-0.14,0,0.14,0.28,zInsig
416,TR_adult_body_mass_g,Beta_Tau,0.12380952380952383,0.16025614713035263,-0.31428571428571433,-0.1523809523809524,0,0.1523809523809524,0.31428571428571433,zInsig
419,TR_adult_body_mass_g,Beta_Tau,-0.33333333333333337,0.15762139708407563,-0.31428571428571433,-0.1523809523809524,0,0.1523809523809524,0.31428571428571433,NEG
420,TR_adult_body_mass_g,Beta_Tau,0,0.22187608647229126,-0.42424242424242425,-0.21212121212121213,0,0.21212121212121213,0.42424242424242425,zInsig
428,TR_BodyLength_mm,Beta_Tau,-0.20816662044348025,0.04280215335396894,-0.08251077251493064,-0.04083884585580738,0.0010640615903773844,0.04256602474440599,0.0836268316277456,NEG
428,TR_Mean_LengthMax,Beta_Tau,-0.31914616227720494,0.045208779190027554,-0.088486189933453,-0.04347477621689687,3.5020760972831596e-4,0.0437691683682571,0.08851601104223933,NEG
430,TR_BodyLength_mm,Beta_Tau,0.04647967648721905,0.15220379775390763,-0.3000110220165532,-0.15050605250655533,1.1022016553233892e-5,0.14848184248033394,0.293938391937889,zInsig
431,TR_BodyLength_mm,Beta_Tau,0.19999999999999996,0.4067591691679121,-0.7999999999999998,-0.3999999999999999,0,0.3999999999999999,0.7999999999999998,zInsig
436,TR_BodyLength_mm,Beta_Tau,0.010653748362856385,0.022683816509844714,-0.044385778496887504,-0.02157704618477934,-1.2201123718454064e-4,0.022152737492836035,0.04402005785293116,zInsig
437,TR_BodyLength_mm,Beta_Tau,-0.009686136401555447,0.04853274386505696,-0.09476043201094936,-0.046412519555424234,-0.0016760211872636965,0.046774256422192406,0.09639219918551375,zInsig
438,TR_BodyLength_mm,Beta_Tau,0.002609654135329138,0.022845120575395013,-0.04529517281896763,-0.022243276182920536,-2.4924774863743955e-4,0.022000474225207567,0.04465029844236237,zInsig
439,TR_adult_body_mass_g,Beta_Tau,0,0.17534453815860843,-0.3382352941176471,-0.17647058823529413,0,0.17647058823529413,0.3382352941176471,zInsig
440,TR_adult_body_mass_g,Beta_Tau,-0.1058823529411765,0.11982004185530605,-0.22697478991596637,-0.11260504201680674,0.0016806722689075633,0.11764705882352944,0.24033613445378155,zInsig
441,TR_adult_body_mass_g,Beta_Tau,0.09801333100598568,0.1339144171936973,-0.26754990355687985,-0.12980143835927835,0.0026490089461077213,0.12980143835927835,0.25695386777244894,zInsig
442,TR_adult_body_mass_g,Beta_Tau,-0.013114824589410561,0.17290681902459007,-0.34098543932467457,-0.17049271966233728,0,0.17049271966233728,0.33333333333333337,zInsig
45,TR_BodyLength_mm,Beta_Tau,0.08449333902741588,0.04887599032259724,-0.09690602027628882,-0.047146412111947256,5.444158442488136e-4,0.04709197052752238,0.09712650869320955,zInsig
450,TR_BodyLength_mm,Beta_Tau,0.24210526315789477,0.16236596077005203,-0.31578947368421056,-0.15789473684210528,0,0.15789473684210528,0.31578947368421056,zInsig
450,TR_Mean_LengthMax,Beta_Tau,0.3714285714285715,0.1584189688383553,-0.31428571428571433,-0.1523809523809524,0,0.1523809523809524,0.31428571428571433,POS
451,TR_BodyLength_mm,Beta_Tau,0.15469849363075236,0.20081528170530577,-0.39779612647907747,-0.19889806323953874,0,0.19889806323953874,0.39779612647907747,zInsig
451,TR_Mean_LengthMax,Beta_Tau,0.35,0.18509323042082595,-0.36666666666666664,-0.18333333333333332,0,0.18333333333333332,0.36666666666666664,zInsig
452,TR_BodyLength_mm,Beta_Tau,0.3090909090909091,0.2358269403992107,-0.45454545454545453,-0.23636363636363636,-0.01818181818181818,0.23636363636363636,0.45454545454545453,zInsig
452,TR_Mean_LengthMax,Beta_Tau,0.42857142857142855,0.31625333337182004,-0.6190476190476191,-0.3333333333333333,-0.047619047619047616,0.3333333333333333,0.6190476190476191,zInsig
