Rep,STUDY_ID,trait,Mean_kendall_cor
1,252,TR_BodyLength_mm,0.05469028741684615
1,252,TR_Mean_LengthMax,-0.019640008897828597
1,255,TR_Max_Height,0.40302996796790913
1,255,TR_Mean_SeedMass,-0.08421052631578949
1,271,TR_BodyLength_mm,0.05767302586897988
1,271,TR_Mean_LengthMax,-0.0023901398901225858
1,275,TR_adult_body_mass_g,0.5164835164835165
1,284,TR_BodyLength_mm,-0.12552887174724178
1,284,TR_Mean_LengthMax,-0.03081917678744672
1,287,TR_BodyLength_mm,0.155250793952006
1,288,TR_BodyLength_mm,-0.011430166646417996
1,288,TR_Mean_LengthMax,-0.0036218865289577512
1,290,TR_BodyLength_mm,0.03708335916060809
1,292,TR_BodyLength_mm,-0.02205312062828764
1,295,TR_BodyLength_mm,0.030079684289520466
1,296,TR_BodyLength_mm,-0.03609731496634313
1,297,TR_BodyLength_mm,-0.20347322347825184
1,298,TR_Max_Height,0.07027789231945253
1,298,TR_Mean_SeedMass,-0.045103092783505154
1,307,TR_Max_Height,-0.01051465554156229
1,307,TR_Mean_SeedMass,-0.04404041546697837
1,308,TR_adult_body_mass_g,0.030303030303030304
1,311,TR_adult_body_mass_g,0.01913897505877382
1,312,TR_adult_body_mass_g,0.18181818181818182
1,316,TR_adult_body_mass_g,-0.28888888888888886
1,319,TR_adult_body_mass_g,0.13015215002823988
1,321,TR_adult_body_mass_g,0.02962962962962963
1,327,TR_adult_body_mass_g,-0.05454545454545454
1,330,TR_BodyLength_mm,0.008425440145730387
1,330,TR_QualBS_Numeric,0.04404262290475807
1,334,TR_Max_Height,0.22901430620717225
1,336,TR_Mean_SeedMass,0.08642660606143486
1,339,TR_adult_body_mass_g,0.13613445378151262
1,340,TR_Mean_SeedMass,-0.11217788193131073
1,348,TR_adult_body_mass_g,0.07692307692307693
1,349,TR_BodyLength_mm,0.05640699774560887
1,355,TR_Max_Height,0.0012814036421841843
1,355,TR_Mean_SeedMass,0.01157488685227349
1,356,TR_Mean_SeedMass,0.0026989326135055296
1,357,TR_adult_body_mass_g,0.044946657497549475
1,358,TR_adult_body_mass_g,-0.15555555555555556
1,359,TR_BodyLength_mm,0.02491785069467701
1,359,TR_Mean_LengthMax,0.15019323409152785
1,360,TR_adult_body_mass_g,0.04546193103039787
1,361,TR_adult_body_mass_g,0.15789473684210525
1,363,TR_adult_body_mass_g,-0.023655913978494623
1,364,TR_Max_Height,0.21885688981825285
1,364,TR_Mean_SeedMass,0.14285714285714285
1,365,TR_BodyLength_mm,0.012247006171141736
1,366,TR_adult_body_mass_g,0.16017316017316016
1,367,TR_QualBS_Numeric,-0.0866828394595597
1,371,TR_BodyLength_mm,0
1,372,TR_adult_body_mass_g,0.017599374760177994
1,373,TR_adult_body_mass_g,-0.029711954711954702
1,374,TR_adult_body_mass_g,-0.015371866554305558
1,374,TR_BodyLength_mm,0.008118462308138757
1,381,TR_adult_body_mass_g,0.11049892402196597
1,384,TR_Max_Height,0.3685486885448595
1,384,TR_Mean_SeedMass,0.02564102564102564
1,389,TR_Max_Height,-0.09730085108210398
1,389,TR_Mean_SeedMass,0.3588297375924171
1,392,TR_Max_Height,0.1143323900950059
1,392,TR_Mean_SeedMass,-0.3333333333333334
1,393,TR_Max_Height,-0.3548908590903536
1,393,TR_Mean_SeedMass,0.14285714285714288
1,394,TR_Max_Height,-0.09200874124564723
1,394,TR_Mean_SeedMass,0.022222222222222223
1,396,TR_Max_Height,-0.2881766449557504
1,396,TR_Mean_SeedMass,0.015915623281938265
1,398,TR_Max_Height,0.1143323900950059
1,398,TR_Mean_SeedMass,0.06666666666666667
1,401,TR_Max_Height,-0.253546276418555
1,401,TR_Mean_SeedMass,0.07142857142857142
1,412,TR_BodyLength_mm,0.02348021095977248
1,413,TR_adult_body_mass_g,0.004707728883266483
1,414,TR_adult_body_mass_g,-0.036585365853658534
1,415,TR_adult_body_mass_g,0.039189224971916424
1,416,TR_adult_body_mass_g,-0.05919661733615221
1,419,TR_adult_body_mass_g,-0.06349206349206347
1,420,TR_adult_body_mass_g,-0.012790706321464741
1,428,TR_BodyLength_mm,-6.681721909613208e-4
1,428,TR_Mean_LengthMax,0.01087889789275386
1,430,TR_BodyLength_mm,0.006186300612504852
1,431,TR_BodyLength_mm,0.24643144995285013
1,432,TR_BodyLength_mm,-0.01827794065970669
1,436,TR_BodyLength_mm,0.005274031699936474
1,437,TR_BodyLength_mm,0.0272898215303092
1,438,TR_BodyLength_mm,-0.011629142599168087
1,439,TR_adult_body_mass_g,-0.050234146740173215
1,440,TR_adult_body_mass_g,-0.026127052608801594
1,441,TR_adult_body_mass_g,0.02360774818401937
1,442,TR_adult_body_mass_g,0.07716086134471262
1,447,TR_adult_body_mass_g,0.1111111111111111
1,450,TR_BodyLength_mm,0.03157894736842106
1,450,TR_Mean_LengthMax,0.1142857142857143
1,451,TR_BodyLength_mm,-0.3314967720658979
1,451,TR_Mean_LengthMax,-0.2333333333333333
1,452,TR_BodyLength_mm,-0.23636363636363636
1,452,TR_Mean_LengthMax,-0.23809523809523808
1,457,TR_QualBS_Numeric,0.024629923784219528
1,465,TR_Max_Height,0.06569395110518589
1,465,TR_Mean_SeedMass,0.1018049030531597
1,466,TR_BodyLength_mm,0.01176339786058961
1,466,TR_Mean_LengthMax,2.4936357281632633e-4
1,467,TR_BodyLength_mm,-0.0132828959402057
1,467,TR_Mean_LengthMax,0.04411232052615544
1,471,TR_Mean_SeedMass,0.08005619951518546
1,473,TR_Mean_SeedMass,-0.003172924822292051
1,475,TR_adult_body_mass_g,0.14814814814814814
1,479,TR_Max_Height,0.011337106518383488
1,480,TR_Max_Height,0.16346909545460608
1,480,TR_Mean_SeedMass,-0.37500000000000006
1,481,TR_Max_Height,0.33180602480250126
1,481,TR_Mean_SeedMass,0.24074074074074073
1,483,TR_Max_Height,-0.031122178742592883
1,483,TR_Mean_SeedMass,-0.011857707509881422
1,485,TR_Max_Height,0.08322515527693077
1,485,TR_Mean_SeedMass,0.034493105903178965
1,486,TR_Max_Height,-0.05380186286861473
1,486,TR_Mean_SeedMass,-0.051587301587301584
1,487,TR_Max_Height,-0.34099716973523675
1,489,TR_Max_Height,-0.05454545454545454
1,489,TR_Mean_SeedMass,-0.32308792962313404
1,492,TR_Max_Height,0.07792865001991968
1,495,TR_Max_Height,0.05691558880724096
1,495,TR_Mean_SeedMass,-0.125
1,496,TR_Max_Height,0.08872325354684739
1,496,TR_Mean_SeedMass,-0.060017913881555245
1,497,TR_Max_Height,0.029525320977737066
1,497,TR_Mean_SeedMass,0.3171957675647345
1,499,TR_BodyLength_mm,-0.04438002762071343
1,500,TR_BodyLength_mm,0.014060377427852665
1,501,TR_BodyLength_mm,-8.269892810110728e-4
1,501,TR_Mean_LengthMax,0.0014083655013822926
1,502,TR_Max_Height,0
1,502,TR_Mean_SeedMass,0.2727272727272727
1,505,TR_BodyLength_mm,-0.018475785540879728
1,505,TR_Mean_LengthMax,0.001612057502511632
1,507,TR_BodyLength_mm,0.03720864556303095
1,507,TR_Mean_LengthMax,-0.03406857855639184
1,511,TR_BodyLength_mm,-0.062437264105592305
1,511,TR_Mean_LengthMax,-0.013856291189699364
1,512,TR_Max_Height,-0.028526182045649415
1,512,TR_Mean_SeedMass,-0.03608356653534269
1,516,TR_adult_body_mass_g,-0.03762395043527762
2,10,TR_Max_Height,0.007380124046167461
2,10,TR_Mean_SeedMass,-0.035190767153889344
2,18,TR_Max_Height,-0.1017046949988172
2,18,TR_Mean_SeedMass,-0.021449473958101685
2,39,TR_adult_body_mass_g,0.0023406177480734367
2,41,TR_adult_body_mass_g,-0.02430790560876855
2,45,TR_BodyLength_mm,-0.1108891202621382
2,46,TR_adult_body_mass_g,-0.2246153846153846
2,47,TR_adult_body_mass_g,-0.3333333333333333
2,56,TR_adult_body_mass_g,0.03896103896103896
2,58,TR_adult_body_mass_g,0.05413105413105413
2,59,TR_adult_body_mass_g,-0.05846153846153846
2,60,TR_Max_Height,-0.0602113310151857
2,60,TR_Mean_SeedMass,0.04040839218685415
2,67,TR_adult_body_mass_g,0.040746520481008026
2,67,TR_BodyLength_mm,0.33333333333333337
2,72,TR_QualBS_Numeric,0.04841607448117723
2,78,TR_BodyLength_mm,0.03739146811380423
2,85,TR_BodyLength_mm,0.035453619227115075
2,91,TR_adult_body_mass_g,0.14668662364230967
2,91,TR_BodyLength_mm,0.11043945198884356
2,97,TR_BodyLength_mm,0.1388008697447236
2,97,TR_QualBS_Numeric,-0.13947653411942013
2,99,TR_BodyLength_mm,-0.0024212514344396966
2,99,TR_Mean_LengthMax,-0.07142857142857142
2,108,TR_adult_body_mass_g,-0.0012034260181651082
2,112,TR_BodyLength_mm,-0.0035483179421604938
2,112,TR_Mean_LengthMax,0.0050592580501346756
2,119,TR_BodyLength_mm,-0.0011833971201303767
2,119,TR_Mean_LengthMax,0.002836437496480222
2,121,TR_BodyLength_mm,-0.0022596514765057863
2,123,TR_BodyLength_mm,-0.004089112190564073
2,123,TR_Mean_LengthMax,0.005483289195710489
2,125,TR_BodyLength_mm,0.007694424733896329
2,125,TR_Mean_LengthMax,0.002453870247554601
2,126,TR_Mean_LengthMax,0.06163293102380262
2,127,TR_BodyLength_mm,0.0073461359859092095
2,127,TR_Mean_LengthMax,0.035946842948200664
2,133,TR_BodyLength_mm,-0.0835914007637145
2,133,TR_QualBS_Numeric,0.05132894331218662
2,135,TR_BodyLength_mm,0.11281670370511783
2,135,TR_Mean_LengthMax,-0.13693078069631814
2,142,TR_BodyLength_mm,-0.023598922733765244
2,143,TR_BodyLength_mm,0.008873117956175987
2,143,TR_QualBS_Numeric,0.013997084244475301
2,148,TR_BodyLength_mm,7.89451879582048e-4
2,148,TR_Mean_LengthMax,-0.14018426480271778
2,163,TR_BodyLength_mm,-0.0020412905655195603
2,163,TR_Mean_LengthMax,0.0036220997768672187
2,166,TR_adult_body_mass_g,0.0027096431272017746
2,166,TR_BodyLength_mm,6.788170040701751e-4
2,169,TR_adult_body_mass_g,0.0018837403393870856
2,169,TR_BodyLength_mm,0.0061207483884067925
2,171,TR_adult_body_mass_g,-0.006796906796906797
2,171,TR_BodyLength_mm,0.10013398908972368
2,172,TR_adult_body_mass_g,0.0021673039248368423
2,172,TR_BodyLength_mm,0.026941141433779212
2,176,TR_BodyLength_mm,-0.06418982977070883
2,176,TR_QualBS_Numeric,-0.0030998129323012184
2,180,TR_BodyLength_mm,-9.12643101781506e-4
2,180,TR_Mean_LengthMax,0.0029633668675330548
2,182,TR_BodyLength_mm,0.01730816827651957
2,182,TR_Mean_LengthMax,0.009487632510833932
2,183,TR_BodyLength_mm,-0.05704823042069579
2,189,TR_BodyLength_mm,0.010358775386475358
2,189,TR_Mean_LengthMax,0.0032898043956474674
2,190,TR_BodyLength_mm,-0.02879261855861997
2,190,TR_Mean_LengthMax,0.036831413539767786
2,191,TR_BodyLength_mm,0.11173072305055552
2,191,TR_Mean_LengthMax,-0.118912994671226
2,191,TR_QualBS_Numeric,0.02181576355060497
2,195,TR_adult_body_mass_g,0.0030491692394332757
2,202,TR_Mean_SeedMass,0.06995239365035202
2,204,TR_BodyLength_mm,0.009106987639737165
2,211,TR_BodyLength_mm,-0.02974708362069855
2,211,TR_Mean_LengthMax,-0.061408704719230635
2,212,TR_BodyLength_mm,-0.039423753960370435
2,212,TR_Mean_LengthMax,-0.04061014151274555
2,213,TR_BodyLength_mm,0.0031807893093704557
2,213,TR_Mean_LengthMax,0.0030871957889802566
2,214,TR_Max_Height,-0.1773705311986147
2,214,TR_Mean_SeedMass,-0.059115421615421604
2,217,TR_adult_body_mass_g,-0.002501619258800141
2,224,TR_Max_Height,-0.044993162070255575
2,224,TR_Mean_SeedMass,0.16934046345811055
2,232,TR_BodyLength_mm,-0.04672456605978345
2,234,TR_Max_Height,0.07633810206905742
2,234,TR_Mean_SeedMass,-0.04761904761904762
2,235,TR_Max_Height,-0.2564102564102564
2,235,TR_Mean_SeedMass,-0.3
2,240,TR_Mean_SeedMass,-0.0567981386751818
2,241,TR_Max_Height,-0.01886935487741282
2,241,TR_Mean_SeedMass,0.015702441828757362
2,242,TR_Max_Height,-0.5000000000000001
2,242,TR_Mean_SeedMass,0.01818181818181818
2,243,TR_Max_Height,-0.04761904761904762
2,243,TR_Mean_SeedMass,0.07246376811594203
2,246,TR_BodyLength_mm,-0.008588820188328895
2,248,TR_Max_Height,0.02497010964784913
2,248,TR_Mean_SeedMass,0.01911421911421911
2,252,TR_BodyLength_mm,0.027134395783239486
2,252,TR_Mean_LengthMax,-0.10404003341322905
2,255,TR_Max_Height,0.1194162868053064
2,255,TR_Mean_SeedMass,0.17894736842105266
2,271,TR_BodyLength_mm,0.014031824525086427
2,271,TR_Mean_LengthMax,-0.023927842105954292
2,275,TR_adult_body_mass_g,-0.07692307692307693
2,284,TR_BodyLength_mm,0.001607666964465856
2,284,TR_Mean_LengthMax,-0.023793705680918282
2,287,TR_BodyLength_mm,-0.10376285456070972
2,288,TR_BodyLength_mm,0.0011288105243856964
2,288,TR_Mean_LengthMax,-0.005147163990682943
2,290,TR_BodyLength_mm,0.013491391923922215
2,292,TR_BodyLength_mm,-0.039947910398878794
2,295,TR_BodyLength_mm,-0.0192840146608803
2,296,TR_BodyLength_mm,0.07593263271539069
2,297,TR_BodyLength_mm,0.014307758318820743
2,298,TR_Max_Height,0.05701791263653696
2,298,TR_Mean_SeedMass,0.015893470790378006
2,307,TR_Max_Height,-0.10019848221959358
2,307,TR_Mean_SeedMass,0.03112189359666472
2,308,TR_adult_body_mass_g,0.12121212121212122
2,311,TR_adult_body_mass_g,-0.38277950117547643
2,312,TR_adult_body_mass_g,0.18181818181818182
2,316,TR_adult_body_mass_g,-0.28888888888888886
2,319,TR_adult_body_mass_g,-0.18221301003953583
2,321,TR_adult_body_mass_g,-0.2074074074074074
2,327,TR_adult_body_mass_g,-0.01818181818181818
2,330,TR_BodyLength_mm,-0.002049194572481512
2,330,TR_QualBS_Numeric,-0.0029472475297914044
2,334,TR_Max_Height,0.3206200286900412
2,336,TR_Mean_SeedMass,0.056541019955654095
2,339,TR_adult_body_mass_g,-0.17310924369747901
2,340,TR_Mean_SeedMass,0.12323232323232323
2,348,TR_adult_body_mass_g,0.28205128205128205
2,349,TR_BodyLength_mm,-0.11502898023059573
2,355,TR_Max_Height,0.023961302203813935
2,355,TR_Mean_SeedMass,0.005229508873509884
2,356,TR_Mean_SeedMass,0.014139658316604437
2,357,TR_adult_body_mass_g,-0.22473328748774737
2,358,TR_adult_body_mass_g,0.5555555555555556
2,359,TR_BodyLength_mm,-0.039120855811464586
2,359,TR_Mean_LengthMax,0.022407560225265778
2,360,TR_adult_body_mass_g,-0.11235591526084043
2,361,TR_adult_body_mass_g,-0.15789473684210525
2,363,TR_adult_body_mass_g,-0.1053763440860215
2,364,TR_Max_Height,-0.21885688981825285
2,364,TR_Mean_SeedMass,-0.047619047619047616
2,365,TR_BodyLength_mm,-0.03104434689876748
2,366,TR_adult_body_mass_g,0.12554112554112554
2,367,TR_QualBS_Numeric,-0.17398817887142304
2,371,TR_BodyLength_mm,0.2882306768491569
2,372,TR_adult_body_mass_g,-0.025215623716600213
2,373,TR_adult_body_mass_g,-0.015784215784215794
2,374,TR_adult_body_mass_g,0.020908577810189535
2,374,TR_BodyLength_mm,-0.020267095639387753
2,381,TR_adult_body_mass_g,0.2651974176527183
2,384,TR_Max_Height,-0.15794943794779692
2,384,TR_Mean_SeedMass,0.02564102564102564
2,389,TR_Max_Height,-0.32839037240210095
2,389,TR_Mean_SeedMass,-0.029412273573148944
2,392,TR_Max_Height,-0.4573295603800236
2,392,TR_Mean_SeedMass,0.1666666666666667
2,393,TR_Max_Height,0.25631006489858876
2,393,TR_Mean_SeedMass,0.009523809523809525
2,394,TR_Max_Height,0.046004370622823615
2,394,TR_Mean_SeedMass,0.37777777777777777
2,396,TR_Max_Height,-0.13144899594472825
2,396,TR_Mean_SeedMass,0.22691371862530044
2,398,TR_Max_Height,0.3429971702850177
2,398,TR_Mean_SeedMass,0.24444444444444444
2,401,TR_Max_Height,-0.19720265943665388
2,401,TR_Mean_SeedMass,0.42857142857142855
2,412,TR_BodyLength_mm,-0.008668429774975702
2,413,TR_adult_body_mass_g,-0.0031384859221776557
2,414,TR_adult_body_mass_g,0.04878048780487805
2,415,TR_adult_body_mass_g,0.03373819163292848
2,416,TR_adult_body_mass_g,-0.06342494714587738
2,419,TR_adult_body_mass_g,0.07619047619047618
2,420,TR_adult_body_mass_g,-0.1011628590879484
2,428,TR_BodyLength_mm,0.0012257149378152314
2,428,TR_Mean_LengthMax,0.003093788544632906
2,430,TR_BodyLength_mm,-0.009075629549215111
2,431,TR_BodyLength_mm,0.27690200075735977
2,432,TR_BodyLength_mm,0.08203939055289004
2,436,TR_BodyLength_mm,0.022913117985097212
2,437,TR_BodyLength_mm,-0.06168182122045354
2,438,TR_BodyLength_mm,-0.0028193018911463422
2,439,TR_adult_body_mass_g,-0.07243295222784257
2,440,TR_adult_body_mass_g,0.0707148370635502
2,441,TR_adult_body_mass_g,0.006658595641646489
2,442,TR_adult_body_mass_g,-0.06182446677351863
2,447,TR_adult_body_mass_g,-0.1111111111111111
2,450,TR_BodyLength_mm,0.09473684210526317
2,450,TR_Mean_LengthMax,0.01904761904761905
2,451,TR_BodyLength_mm,-0.17679827843514556
2,451,TR_Mean_LengthMax,0.09999999999999999
2,452,TR_BodyLength_mm,-0.01818181818181818
2,452,TR_Mean_LengthMax,0.047619047619047616
2,457,TR_QualBS_Numeric,0.05377830354862811
2,465,TR_Max_Height,-0.1004346343345781
2,465,TR_Mean_SeedMass,-0.07924872580970965
2,466,TR_BodyLength_mm,0.009799261370313804
2,466,TR_Mean_LengthMax,0.020904064652361262
2,467,TR_BodyLength_mm,-0.029415953521153792
2,467,TR_Mean_LengthMax,-0.1071298734796554
2,471,TR_Mean_SeedMass,0.06809407228870552
2,473,TR_Mean_SeedMass,0.07509255412757854
2,475,TR_adult_body_mass_g,0.06878306878306878
2,479,TR_Max_Height,0.13270015668386845
2,480,TR_Max_Height,-0.10577412058827453
2,480,TR_Mean_SeedMass,0.2679456508228335
2,481,TR_Max_Height,0.12747548783981963
2,481,TR_Mean_SeedMass,0.2935903373670295
2,483,TR_Max_Height,-0.20007114905952567
2,483,TR_Mean_SeedMass,0.17786561264822134
2,485,TR_Max_Height,0.12832803505035226
2,485,TR_Mean_SeedMass,0.06653920619759904
2,486,TR_Max_Height,-0.2424590107288446
2,486,TR_Mean_SeedMass,-0.011952286093343936
2,487,TR_Max_Height,0.3864634590332683
2,489,TR_Max_Height,0.18319061741476364
2,489,TR_Mean_SeedMass,0.16229475142340968
2,492,TR_Max_Height,0.10390486669322622
2,495,TR_Max_Height,0.11229535335361826
2,495,TR_Mean_SeedMass,0.1532258064516129
2,496,TR_Max_Height,-0.04778506500364656
2,496,TR_Mean_SeedMass,0.0022746466140216855
2,497,TR_Max_Height,-0.19929591659972518
2,497,TR_Mean_SeedMass,-0.15025062674119002
2,499,TR_BodyLength_mm,-0.09420871286742942
2,500,TR_BodyLength_mm,-0.016717426345667325
2,501,TR_BodyLength_mm,-0.02148657633059047
2,501,TR_Mean_LengthMax,-0.008140298405367518
2,502,TR_Max_Height,-0.044946657497549475
2,502,TR_Mean_SeedMass,0.15151515151515152
2,505,TR_BodyLength_mm,9.328602886485006e-4
2,505,TR_Mean_LengthMax,-0.020467583287817854
2,507,TR_BodyLength_mm,-0.015758707830699967
2,507,TR_Mean_LengthMax,0.038324800457778
2,511,TR_BodyLength_mm,-0.028383391483579913
2,511,TR_Mean_LengthMax,0.04436840929956262
2,512,TR_Max_Height,-0.03934908065701525
2,512,TR_Mean_SeedMass,0.03740359859715335
2,516,TR_adult_body_mass_g,-0.07184983120154795
3,10,TR_Max_Height,-0.10294117647058823
3,10,TR_Mean_SeedMass,-0.2631578947368421
3,18,TR_Max_Height,-0.022566773346211003
3,18,TR_Mean_SeedMass,-0.03704909138217564
3,39,TR_adult_body_mass_g,0.1919306553420218
3,41,TR_adult_body_mass_g,0.10121457489878544
3,45,TR_BodyLength_mm,-0.04558551867535826
3,46,TR_adult_body_mass_g,-0.07076923076923076
3,47,TR_adult_body_mass_g,-0.10256410256410256
3,56,TR_adult_body_mass_g,0.03896103896103896
3,58,TR_adult_body_mass_g,0.18518518518518517
3,59,TR_adult_body_mass_g,0.09538461538461539
3,60,TR_Max_Height,0.012062245076870466
3,60,TR_Mean_SeedMass,0.01223346975074228
3,67,TR_adult_body_mass_g,-0.03895559685938055
3,67,TR_BodyLength_mm,-0.33333333333333337
3,72,TR_QualBS_Numeric,-0.2808132319908279
3,78,TR_BodyLength_mm,0.07961061229199855
3,85,TR_BodyLength_mm,-0.013634596449110277
3,91,TR_adult_body_mass_g,-0.11007668618825944
3,91,TR_BodyLength_mm,-0.08849414827512903
3,97,TR_BodyLength_mm,-0.030639416627819216
3,97,TR_QualBS_Numeric,-0.045244521591057935
3,99,TR_BodyLength_mm,0.011409902139637764
3,99,TR_Mean_LengthMax,-0.07142857142857142
3,108,TR_adult_body_mass_g,0.0066083148220453325
3,112,TR_BodyLength_mm,-0.009408105085655975
3,112,TR_Mean_LengthMax,0.009389990300962069
3,119,TR_BodyLength_mm,-0.005545685700693827
3,119,TR_Mean_LengthMax,0.004045322759689834
3,121,TR_BodyLength_mm,-0.016593467491315107
3,123,TR_BodyLength_mm,0.012085125613972845
3,123,TR_Mean_LengthMax,-0.024323108753904473
3,125,TR_BodyLength_mm,-0.0229356863129851
3,125,TR_Mean_LengthMax,0.007601845072839516
3,126,TR_Mean_LengthMax,-0.012521745833089421
3,127,TR_BodyLength_mm,-0.07194778039887248
3,127,TR_Mean_LengthMax,0.04884958476749771
3,133,TR_BodyLength_mm,0.1661786915349065
3,133,TR_QualBS_Numeric,-0.20168974705689774
3,135,TR_BodyLength_mm,-0.009060054765933594
3,135,TR_Mean_LengthMax,-0.10989972804746244
3,142,TR_BodyLength_mm,0.22552822422594454
3,143,TR_BodyLength_mm,0.11535053343028784
3,143,TR_QualBS_Numeric,0.14930223194106987
3,148,TR_BodyLength_mm,-0.0010141344540602348
3,148,TR_Mean_LengthMax,-0.015343915343915345
3,163,TR_BodyLength_mm,0.005747060210297478
3,163,TR_Mean_LengthMax,-0.0014807130604703274
3,166,TR_adult_body_mass_g,0.007543794345127519
3,166,TR_BodyLength_mm,-0.012394593873503822
3,169,TR_adult_body_mass_g,0.0010914450369836441
3,169,TR_BodyLength_mm,0.009202574227209968
