trait,STUDY_ID_CELL,kendall_cor
TR_BodyLength_mm,112_2660684,-0.08989331499509895
TR_BodyLength_mm,112_2660693,0.1111111111111111
TR_BodyLength_mm,112_2660699,0.1111111111111111
TR_BodyLength_mm,112_2660701,-0.06666666666666667
TR_BodyLength_mm,112_2660706,0.28888888888888886
TR_BodyLength_mm,112_2660707,0.23636363636363636
TR_BodyLength_mm,112_2660708,0.3333333333333333
TR_BodyLength_mm,112_2660709,0.28888888888888886
TR_BodyLength_mm,112_2660710,-0.21428571428571427
TR_BodyLength_mm,112_2660711,0
TR_BodyLength_mm,112_2660712,0.30303030303030304
TR_BodyLength_mm,112_2660713,0.022222222222222223
TR_BodyLength_mm,112_2660714,0.3090909090909091
TR_BodyLength_mm,112_2660716,0.10687334289668039
TR_BodyLength_mm,112_2660717,-0.23636363636363636
TR_BodyLength_mm,112_2660740,-0.022222222222222223
TR_BodyLength_mm,112_2660832,0.25405663958929114
TR_BodyLength_mm,112_2660839,0.44184026117963376
TR_BodyLength_mm,112_2661426,0.05454545454545454
TR_BodyLength_mm,112_2661430,-0.06666666666666667
TR_BodyLength_mm,112_2661431,-0.11111111111111113
TR_BodyLength_mm,112_2661432,0.05454545454545454
TR_BodyLength_mm,112_2661434,-0.11111111111111113
TR_BodyLength_mm,112_2661436,0.38181818181818183
TR_BodyLength_mm,112_2661437,0.23636363636363636
TR_BodyLength_mm,112_2661439,-0.06666666666666667
TR_BodyLength_mm,112_2661440,0.15555555555555556
TR_BodyLength_mm,112_2661441,-0.12727272727272726
TR_BodyLength_mm,112_2661442,-0.13483997249264842
TR_BodyLength_mm,112_2661446,0.1111111111111111
TR_BodyLength_mm,112_2661448,0.044946657497549475
TR_BodyLength_mm,112_2661456,-0.022222222222222223
TR_BodyLength_mm,112_2661464,-0.41818181818181815
TR_BodyLength_mm,112_2661568,0.3092951744550378
TR_BodyLength_mm,112_2661569,0.44946657497549475
TR_BodyLength_mm,112_2662153,-0.08989331499509895
TR_BodyLength_mm,112_2662159,-0.022222222222222223
TR_BodyLength_mm,112_2662160,0.06666666666666667
TR_BodyLength_mm,112_2662161,-0.3333333333333334
TR_BodyLength_mm,112_2662163,0.38888888888888895
TR_BodyLength_mm,112_2662164,-0.2
TR_BodyLength_mm,112_2662165,0.28888888888888886
TR_BodyLength_mm,112_2662167,0.16363636363636364
TR_BodyLength_mm,112_2662168,0.6888888888888889
TR_BodyLength_mm,112_2662169,0.2
TR_BodyLength_mm,112_2662170,0.38181818181818183
TR_BodyLength_mm,112_2662171,0.38181818181818183
TR_BodyLength_mm,112_2662175,-0.24444444444444444
TR_BodyLength_mm,112_2662177,-0.06666666666666667
TR_BodyLength_mm,112_2662178,0.24444444444444444
TR_BodyLength_mm,112_2662179,0.11111111111111113
TR_BodyLength_mm,112_2662181,0.36363636363636365
TR_BodyLength_mm,112_2662184,-0.11111111111111113
TR_BodyLength_mm,112_2662191,0
TR_BodyLength_mm,112_2662192,-0.24444444444444444
TR_BodyLength_mm,112_2662200,-0.11111111111111113
TR_BodyLength_mm,112_2662297,0.29780397918217427
TR_BodyLength_mm,112_2662299,0.5393598899705937
TR_BodyLength_mm,112_2662305,0.05454545454545454
TR_BodyLength_mm,112_2662308,-0.14285714285714285
TR_BodyLength_mm,112_2662885,-0.06666666666666667
TR_BodyLength_mm,112_2662889,0.28888888888888886
TR_BodyLength_mm,112_2662891,0.5555555555555557
TR_BodyLength_mm,112_2662892,0.5111111111111111
TR_BodyLength_mm,112_2662893,0.2
TR_BodyLength_mm,112_2662895,0.22222222222222227
TR_BodyLength_mm,112_2662896,-0.15555555555555556
TR_BodyLength_mm,112_2662897,0
TR_BodyLength_mm,112_2662898,0.23636363636363636
TR_BodyLength_mm,112_2662899,-0.2
TR_BodyLength_mm,112_2662900,-0.2
TR_BodyLength_mm,112_2662901,0.34545454545454546
TR_BodyLength_mm,112_2662902,-0.11111111111111113
TR_BodyLength_mm,112_2662903,0.11111111111111113
TR_BodyLength_mm,112_2662904,0.2
TR_BodyLength_mm,112_2662909,0.22222222222222227
TR_BodyLength_mm,112_2662910,0.28888888888888886
TR_BodyLength_mm,112_2662922,-0.1111111111111111
TR_BodyLength_mm,112_2662936,-0.3333333333333333
TR_BodyLength_mm,112_2663025,0.34882529609580865
TR_BodyLength_mm,112_2663026,0.37875790570596896
TR_BodyLength_mm,112_2663037,0.4222222222222222
TR_BodyLength_mm,112_2663038,0.3333333333333334
TR_BodyLength_mm,112_2663611,-0.2
TR_BodyLength_mm,112_2663615,0.055555555555555566
TR_BodyLength_mm,112_2663621,0.1111111111111111
TR_BodyLength_mm,112_2663624,0.4222222222222222
TR_BodyLength_mm,112_2663625,-0.24444444444444444
TR_BodyLength_mm,112_2663627,0.1111111111111111
TR_BodyLength_mm,112_2663628,-0.055555555555555566
TR_BodyLength_mm,112_2663629,0.11111111111111113
TR_BodyLength_mm,112_2663631,0.15555555555555556
TR_BodyLength_mm,112_2663632,-0.022222222222222223
TR_BodyLength_mm,112_2663634,0.16363636363636364
TR_BodyLength_mm,112_2663635,-0.05454545454545454
TR_BodyLength_mm,112_2663636,-0.37777777777777777
TR_BodyLength_mm,112_2663637,0.28888888888888886
TR_BodyLength_mm,112_2663638,0.1666666666666667
TR_BodyLength_mm,112_2663639,-0.06666666666666667
TR_BodyLength_mm,112_2663647,0.06666666666666667
TR_BodyLength_mm,112_2663649,0
TR_BodyLength_mm,112_2663651,0.22473328748774737
TR_BodyLength_mm,112_2663654,-0.055555555555555566
TR_BodyLength_mm,112_2663660,0
TR_BodyLength_mm,112_2663665,0.022222222222222223
TR_BodyLength_mm,112_2663668,-0.09090909090909091
TR_BodyLength_mm,112_2663669,0.3090909090909091
TR_BodyLength_mm,112_2663755,0.17775256942307394
TR_BodyLength_mm,112_2663766,0.11111111111111113
TR_BodyLength_mm,112_2664347,-0.1797866299901979
TR_BodyLength_mm,112_2664352,0.16363636363636364
TR_BodyLength_mm,112_2664355,0.22222222222222227
TR_BodyLength_mm,112_2664357,0.30303030303030304
TR_BodyLength_mm,112_2664360,-0.24444444444444444
TR_BodyLength_mm,112_2664361,0.24444444444444444
TR_BodyLength_mm,112_2664363,0.05454545454545454
TR_BodyLength_mm,112_2664364,0.2
TR_BodyLength_mm,112_2664365,-0.022222222222222223
TR_BodyLength_mm,112_2664367,0.4666666666666667
TR_BodyLength_mm,112_2664370,-0.1111111111111111
TR_BodyLength_mm,112_2664371,0.3333333333333333
TR_BodyLength_mm,112_2664375,-0.08451542547285167
TR_BodyLength_mm,112_2664380,-0.055555555555555566
TR_BodyLength_mm,112_2664385,-0.15555555555555556
TR_BodyLength_mm,112_2664391,-0.05454545454545454
TR_BodyLength_mm,112_2664392,-0.022222222222222223
TR_BodyLength_mm,112_2664483,0.14732486179123103
TR_BodyLength_mm,112_2664484,0.290693866424127
TR_BodyLength_mm,112_2665075,0.2
TR_BodyLength_mm,112_2665082,0.2
TR_BodyLength_mm,112_2665084,0.24444444444444444
TR_BodyLength_mm,112_2665086,0.08989331499509895
TR_BodyLength_mm,112_2665087,0
TR_BodyLength_mm,112_2665088,0.3333333333333334
TR_BodyLength_mm,112_2665089,0.4666666666666667
TR_BodyLength_mm,112_2665090,0.27777777777777785
TR_BodyLength_mm,112_2665094,0.06666666666666667
TR_BodyLength_mm,112_2665095,0.044946657497549475
TR_BodyLength_mm,112_2665096,0.2
TR_BodyLength_mm,112_2665099,-0.1111111111111111
TR_BodyLength_mm,112_2665102,-0.24444444444444444
TR_BodyLength_mm,112_2665103,0.2727272727272727
TR_BodyLength_mm,112_2665107,-0.06666666666666667
TR_BodyLength_mm,112_2665110,0.22473328748774737
TR_BodyLength_mm,112_2665111,-0.3333333333333334
TR_BodyLength_mm,112_2665112,0.2
TR_BodyLength_mm,112_2665125,-0.1666666666666667
TR_BodyLength_mm,112_2665211,0.23361237542063068
TR_BodyLength_mm,112_2665212,0.49574210424184134
TR_BodyLength_mm,112_2665213,0.511766315719159
TR_BodyLength_mm,112_2665806,0.21428571428571427
TR_BodyLength_mm,112_2665808,0.44444444444444453
TR_BodyLength_mm,112_2665809,0.055555555555555566
TR_BodyLength_mm,112_2665811,-0.15555555555555556
TR_BodyLength_mm,112_2665813,-0.06666666666666667
TR_BodyLength_mm,112_2665816,0.11111111111111113
TR_BodyLength_mm,112_2665817,0.34545454545454546
TR_BodyLength_mm,112_2665818,0.2
TR_BodyLength_mm,112_2665819,0.5000000000000001
TR_BodyLength_mm,112_2665821,-0.22222222222222227
TR_BodyLength_mm,112_2665825,-0.3333333333333333
TR_BodyLength_mm,112_2665828,0.1111111111111111
TR_BodyLength_mm,112_2665830,-0.022222222222222223
TR_BodyLength_mm,112_2665831,0.21428571428571427
TR_BodyLength_mm,112_2665832,0.34545454545454546
TR_BodyLength_mm,112_2665833,-0.06666666666666667
TR_BodyLength_mm,112_2665849,0.28888888888888886
TR_BodyLength_mm,112_2665866,0.06666666666666667
TR_BodyLength_mm,112_2665940,0.11211195667706633
TR_BodyLength_mm,112_2665941,0.36088567963814455
TR_BodyLength_mm,112_2666538,-0.09090909090909091
TR_BodyLength_mm,112_2666539,0.3333333333333334
TR_BodyLength_mm,112_2666541,-0.27777777777777785
TR_BodyLength_mm,112_2666542,0.1666666666666667
TR_BodyLength_mm,112_2666543,0.38888888888888895
TR_BodyLength_mm,112_2666545,0.6
TR_BodyLength_mm,112_2666546,0.5555555555555556
TR_BodyLength_mm,112_2666547,0.09090909090909091
TR_BodyLength_mm,112_2666548,0.11111111111111113
TR_BodyLength_mm,112_2666550,0.2
TR_BodyLength_mm,112_2666551,0.15555555555555556
TR_BodyLength_mm,112_2666552,-0.06666666666666667
TR_BodyLength_mm,112_2666553,0.1111111111111111
TR_BodyLength_mm,112_2666554,0.11111111111111113
TR_BodyLength_mm,112_2666559,-0.022222222222222223
TR_BodyLength_mm,112_2666560,0.27777777777777785
TR_BodyLength_mm,112_2666561,-0.1111111111111111
TR_BodyLength_mm,112_2666562,-0.2727272727272727
TR_BodyLength_mm,112_2666564,-0.055555555555555566
TR_BodyLength_mm,112_2666565,0.28888888888888886
TR_BodyLength_mm,112_2666566,-0.27777777777777785
TR_BodyLength_mm,112_2666567,0.1111111111111111
TR_BodyLength_mm,112_2666569,0.18349396085439343
TR_BodyLength_mm,112_2666570,0.3333333333333334
TR_BodyLength_mm,112_2666586,-0.28888888888888886
TR_BodyLength_mm,112_2666660,0.23272128201953843
TR_BodyLength_mm,112_2666661,0.28866961163211813
TR_BodyLength_mm,112_2666662,0.23338415863465517
TR_BodyLength_mm,112_2666670,0.4530806913179352
TR_BodyLength_mm,112_2667268,0.3595732599803958
TR_BodyLength_mm,112_2667269,0.44444444444444453
TR_BodyLength_mm,112_2667270,0.5111111111111111
TR_BodyLength_mm,112_2667272,0.3333333333333333
TR_BodyLength_mm,112_2667273,0.38888888888888895
TR_BodyLength_mm,112_2667274,0.055555555555555566
TR_BodyLength_mm,112_2667275,0.27777777777777785
TR_BodyLength_mm,112_2667276,0.055555555555555566
TR_BodyLength_mm,112_2667278,0.4666666666666667
TR_BodyLength_mm,112_2667279,0.055555555555555566
TR_BodyLength_mm,112_2667280,0.24444444444444444
TR_BodyLength_mm,112_2667281,0.3333333333333333
TR_BodyLength_mm,112_2667284,0.28888888888888886
TR_BodyLength_mm,112_2667286,0.4666666666666667
TR_BodyLength_mm,112_2667288,0.22222222222222227
TR_BodyLength_mm,112_2667289,0.22222222222222227
TR_BodyLength_mm,112_2667290,0.1111111111111111
TR_BodyLength_mm,112_2667294,0.09090909090909091
TR_BodyLength_mm,112_2667297,0.03669879217087869
TR_BodyLength_mm,112_2667299,0.15555555555555556
TR_BodyLength_mm,112_2667301,-0.24444444444444444
TR_BodyLength_mm,112_2667316,-0.1666666666666667
TR_BodyLength_mm,112_2667318,-0.1797866299901979
TR_BodyLength_mm,112_2667319,0.022222222222222223
TR_BodyLength_mm,112_2667399,0.4983419219790905
TR_BodyLength_mm,112_2667400,0.6405126152203484
TR_BodyLength_mm,112_2667995,0
TR_BodyLength_mm,112_2667997,0.11111111111111113
TR_BodyLength_mm,112_2668000,0.22222222222222227
TR_BodyLength_mm,112_2668002,0.4222222222222222
TR_BodyLength_mm,112_2668003,0.38888888888888895
TR_BodyLength_mm,112_2668005,0.3333333333333334
TR_BodyLength_mm,112_2668006,0.5111111111111111
TR_BodyLength_mm,112_2668007,0.06666666666666667
TR_BodyLength_mm,112_2668009,0.38888888888888895
TR_BodyLength_mm,112_2668010,0.055555555555555566
TR_BodyLength_mm,112_2668015,0.3333333333333333
TR_BodyLength_mm,112_2668016,0.01818181818181818
TR_BodyLength_mm,112_2668017,-0.2
TR_BodyLength_mm,112_2668019,-0.22222222222222227
TR_BodyLength_mm,112_2668021,0.11111111111111113
TR_BodyLength_mm,112_2668022,-0.3333333333333333
TR_BodyLength_mm,112_2668028,0.06666666666666667
TR_BodyLength_mm,112_2668031,-0.09090909090909091
TR_BodyLength_mm,112_2668040,-0.09090909090909091
TR_BodyLength_mm,112_2668052,0.28888888888888886
TR_BodyLength_mm,112_2668053,0.15555555555555556
TR_BodyLength_mm,112_2668055,-0.28888888888888886
TR_BodyLength_mm,112_2668127,0.19233076734922142
TR_BodyLength_mm,112_2668128,0.40368671387966554
TR_BodyLength_mm,112_2668728,-0.022222222222222223
TR_BodyLength_mm,112_2668730,0.22222222222222227
TR_BodyLength_mm,112_2668733,0.28888888888888886
TR_BodyLength_mm,112_2668737,0.24444444444444444
TR_BodyLength_mm,112_2668738,0.16363636363636364
TR_BodyLength_mm,112_2668740,0.28888888888888886
TR_BodyLength_mm,112_2668743,-0.06666666666666667
TR_BodyLength_mm,112_2668744,0.38888888888888895
TR_BodyLength_mm,112_2668746,0.1666666666666667
TR_BodyLength_mm,112_2668747,0.15555555555555556
TR_BodyLength_mm,112_2668748,0.1111111111111111
TR_BodyLength_mm,112_2668750,0.1797866299901979
TR_BodyLength_mm,112_2668751,0.022222222222222223
TR_BodyLength_mm,112_2668754,0.11111111111111113
TR_BodyLength_mm,112_2668759,-0.055555555555555566
TR_BodyLength_mm,112_2668762,0.1111111111111111
TR_BodyLength_mm,112_2668782,-0.055555555555555566
TR_BodyLength_mm,112_2668785,0.18181818181818182
TR_BodyLength_mm,112_2668786,0.5111111111111111
TR_BodyLength_mm,112_2668787,0.12727272727272726
TR_BodyLength_mm,112_2668790,-0.022222222222222223
TR_BodyLength_mm,112_2668791,0.16363636363636364
TR_BodyLength_mm,112_2668792,0.09090909090909091
TR_BodyLength_mm,112_2669456,0.3191423692521127
TR_BodyLength_mm,112_2669465,0.27777777777777785
TR_BodyLength_mm,112_2669466,0.23636363636363636
TR_BodyLength_mm,112_2669468,-0.022222222222222223
TR_BodyLength_mm,112_2669469,0.15555555555555556
TR_BodyLength_mm,112_2669471,0.37777777777777777
TR_BodyLength_mm,112_2669472,0.27777777777777785
TR_BodyLength_mm,112_2669474,0.4222222222222222
TR_BodyLength_mm,112_2669475,0.4222222222222222
TR_BodyLength_mm,112_2669476,-0.2
TR_BodyLength_mm,112_2669477,0.15555555555555556
TR_BodyLength_mm,112_2669478,0.2
TR_BodyLength_mm,112_2669479,0.4944132324730442
TR_BodyLength_mm,112_2669496,0.19720265943665388
TR_BodyLength_mm,112_2669511,-0.23636363636363636
TR_BodyLength_mm,112_2669515,-0.24444444444444444
TR_BodyLength_mm,112_2669518,0.055555555555555566
TR_BodyLength_mm,112_2669519,-0.15555555555555556
TR_BodyLength_mm,112_2669520,-0.44444444444444453
TR_BodyLength_mm,112_2669521,-0.22222222222222227
TR_BodyLength_mm,112_2669585,0.37033574728885443
TR_BodyLength_mm,112_2669586,0.5290720029117117
TR_BodyLength_mm,112_2670191,0.27777777777777785
TR_BodyLength_mm,112_2670192,0.44444444444444453
TR_BodyLength_mm,112_2670195,0.38888888888888895
TR_BodyLength_mm,112_2670197,-0.15555555555555556
TR_BodyLength_mm,112_2670198,-0.1111111111111111
TR_BodyLength_mm,112_2670199,-0.3333333333333333
TR_BodyLength_mm,112_2670202,-0.06666666666666667
TR_BodyLength_mm,112_2670203,0.11111111111111113
TR_BodyLength_mm,112_2670204,0.15555555555555556
TR_BodyLength_mm,112_2670206,-0.022222222222222223
TR_BodyLength_mm,112_2670209,0.24444444444444444
TR_BodyLength_mm,112_2670222,0.06666666666666667
TR_BodyLength_mm,112_2670236,0.28888888888888886
TR_BodyLength_mm,112_2670242,-0.15555555555555556
TR_BodyLength_mm,112_2670248,-0.06666666666666667
TR_BodyLength_mm,112_2670249,0.3090909090909091
TR_BodyLength_mm,112_2670315,0.443244510925625
TR_BodyLength_mm,112_2670316,0.6111111111111113
TR_BodyLength_mm,112_2670926,0.1111111111111111
TR_BodyLength_mm,112_2670929,-0.28888888888888886
TR_BodyLength_mm,112_2670934,-0.6444444444444445
TR_BodyLength_mm,112_2670935,0.14085904245475278
TR_BodyLength_mm,112_2670944,-0.253546276418555
TR_BodyLength_mm,112_2670945,0.08989331499509895
TR_BodyLength_mm,112_2670958,0.2
TR_BodyLength_mm,112_2670973,-0.1666666666666667
TR_BodyLength_mm,112_2670975,-0.28888888888888886
TR_BodyLength_mm,112_2670976,0.44444444444444453
TR_BodyLength_mm,112_2670978,0.2
TR_BodyLength_mm,112_2671044,0.02182861153088602
TR_BodyLength_mm,112_2671045,0.56961379595583
TR_BodyLength_mm,112_2671659,-0.055555555555555566
TR_BodyLength_mm,112_2671673,-0.22222222222222227
TR_BodyLength_mm,112_2671701,-0.2
TR_BodyLength_mm,112_2671705,0
TR_BodyLength_mm,112_2671707,0.06666666666666667
TR_BodyLength_mm,112_2671773,0.43577690622483684
TR_BodyLength_mm,112_2671774,0.278500539396078
TR_BodyLength_mm,112_2672393,-0.21212121212121213
TR_BodyLength_mm,112_2672395,-0.15555555555555556
TR_BodyLength_mm,112_2672403,0.37777777777777777
TR_BodyLength_mm,112_2673886,-0.2
TR_BodyLength_mm,112_2673896,-0.4666666666666667
TR_BodyLength_mm,112_2673961,0.5966410221662748
TR_BodyLength_mm,112_2674590,0.28888888888888886
TR_BodyLength_mm,112_2674690,0.6257080882770581
TR_BodyLength_mm,112_2674691,0.8235321051453478
TR_BodyLength_mm,112_2675321,-0.12727272727272726
TR_BodyLength_mm,112_2675417,0.6143446547653115
TR_BodyLength_mm,112_2675419,0.5569000121839282
TR_BodyLength_mm,112_2676056,-0.1666666666666667
TR_BodyLength_mm,112_2676145,-0.1100057062262961
TR_BodyLength_mm,112_2676148,0.36247151829889934
TR_BodyLength_mm,112_2676149,0.5939830306593072
TR_BodyLength_mm,112_2676874,0.07008202938069097
TR_BodyLength_mm,112_2676875,0.10173392888478971
TR_BodyLength_mm,112_2676876,-0.12073839907434009
TR_BodyLength_mm,112_2676877,0.2899592274623889
TR_BodyLength_mm,112_2676878,0.6060606060606061
TR_BodyLength_mm,112_2677605,0.17438363072833551
TR_BodyLength_mm,112_2677606,0.37230244789664246
TR_BodyLength_mm,112_2677607,0.3896627978909504
TR_BodyLength_mm,112_2678249,0.15555555555555556
TR_BodyLength_mm,112_2678335,0.3074416054754712
TR_BodyLength_mm,112_2679065,0.5636363636363636
TR_BodyLength_mm,112_2680413,0.01818181818181818
TR_BodyLength_mm,112_2680447,-0.22473328748774737
TR_BodyLength_mm,112_2683450,0.3333333333333334
TR_BodyLength_mm,112_2684906,0.1111111111111111
TR_BodyLength_mm,112_2685572,-0.24444444444444444
TR_BodyLength_mm,112_2685626,0.44444444444444453
TR_BodyLength_mm,112_2687036,-0.09200874124564723
TR_BodyLength_mm,112_2687094,0.1111111111111111
TR_BodyLength_mm,112_2687818,-0.1111111111111111
TR_BodyLength_mm,112_2687819,0.1797866299901979
TR_BodyLength_mm,112_2690001,0.1111111111111111
TR_BodyLength_mm,112_2691463,0.11111111111111113
TR_BodyLength_mm,112_2692192,-0.14285714285714285
TR_BodyLength_mm,112_2694374,0.05454545454545454
TR_BodyLength_mm,112_2695793,0.07142857142857142
TR_BodyLength_mm,112_2695833,0.15555555555555556
TR_BodyLength_mm,112_2695836,-0.14506471329641488
TR_BodyLength_mm,112_2697979,-0.05454545454545454
TR_BodyLength_mm,112_2698020,-0.03669879217087869
TR_BodyLength_mm,112_2698021,-0.022222222222222223
TR_BodyLength_mm,112_2698023,0.15555555555555556
TR_BodyLength_mm,112_2698029,0.1111111111111111
TR_BodyLength_mm,112_2699478,-0.36623351038235724
TR_BodyLength_mm,112_2700207,0.036369648372665396
TR_BodyLength_mm,112_2700936,0.28888888888888886
TR_BodyLength_mm,112_2701664,0.022222222222222223
TR_BodyLength_mm,112_2702393,-0.06666666666666667
TR_BodyLength_mm,112_2703122,0.34545454545454546
TR_BodyLength_mm,112_2703126,-0.1111111111111111
TR_BodyLength_mm,112_2703851,0.2
TR_BodyLength_mm,112_2704540,0.3090909090909091
TR_BodyLength_mm,112_2704580,0.11009637651263605
TR_BodyLength_mm,112_2705279,0.06984302957695782
TR_BodyLength_mm,112_2705309,-0.06060606060606061
TR_BodyLength_mm,112_2706038,-0.022222222222222223
TR_BodyLength_mm,112_2706767,-0.22222222222222227
TR_BodyLength_mm,112_2708953,-0.06819943394704735
TR_BodyLength_mm,112_2710392,-0.07339758434175737
TR_BodyLength_mm,112_2711870,0.1111111111111111
TR_BodyLength_mm,112_2719888,0.03669879217087869
TR_BodyLength_mm,112_2725669,0.1111111111111111
TR_BodyLength_mm,112_441774,0
TR_BodyLength_mm,112_442503,-0.022222222222222223
TR_BodyLength_mm,112_442504,0
TR_BodyLength_mm,112_443230,0.1666666666666667
TR_BodyLength_mm,112_443231,0.2
TR_BodyLength_mm,112_443232,0.38888888888888895
TR_BodyLength_mm,112_443233,0.15555555555555556
TR_BodyLength_mm,112_443959,0.14285714285714285
TR_BodyLength_mm,112_443960,0.14285714285714285
TR_BodyLength_mm,112_443961,0.27777777777777785
TR_BodyLength_mm,112_443962,-0.2857142857142857
TR_BodyLength_mm,112_444686,0.1666666666666667
TR_BodyLength_mm,112_444687,0.24444444444444444
TR_BodyLength_mm,112_444688,0.12727272727272726
TR_BodyLength_mm,112_444689,0.24444444444444444
TR_BodyLength_mm,112_445416,0.16363636363636364
TR_BodyLength_mm,112_445417,-0.22222222222222227
TR_BodyLength_mm,112_445418,0.22222222222222227
TR_BodyLength_mm,112_445419,-0.07142857142857142
TR_BodyLength_mm,112_445420,0.2545875386086578
TR_BodyLength_mm,112_446144,-0.14285714285714285
TR_BodyLength_mm,112_446145,-0.1111111111111111
TR_BodyLength_mm,112_446146,-0.27777777777777785
TR_BodyLength_mm,112_446874,-0.14285714285714285
TR_BodyLength_mm,112_448332,0.11111111111111113
TR_BodyLength_mm,112_449062,0.1666666666666667
TR_BodyLength_mm,112_449790,0
TR_BodyLength_mm,112_449791,0
TR_BodyLength_mm,112_450518,0.11111111111111113
TR_BodyLength_mm,112_450519,0.055555555555555566
TR_BodyLength_mm,112_450520,-0.44444444444444453
TR_BodyLength_mm,112_451248,0.3333333333333334
TR_BodyLength_mm,112_451249,0.07142857142857142
TR_BodyLength_mm,112_451977,-0.07142857142857142
TR_BodyLength_mm,112_451978,-0.11111111111111113
