STUDY_ID,REALM,CLIMATE,GENERAL_TREAT,TREATMENT,TREAT_COMMENTS,TREAT_DATE,HABITAT,PROTECTED_AREA,BIOME_MAP,TAXA,ORGANISMS,TITLE,AB_BIO,HAS_PLOT,DATA_POINTS,START_YEAR,END_YEAR,CENT_LAT,CENT_LONG,NUMBER_OF_SPECIES,NUMBER_OF_SAMPLES,NUMBER_LAT_LONG,TOTAL,GRAIN_SIZE_TEXT,GRAIN_SQ_KM,AREA_SQ_KM,CONTACT_1,CONTACT_2,CONT_1_MAIL,CONT_2_MAIL,LICENSE,WEB_LINK,DATA_SOURCE,METHODS,SUMMARY_METHODS,LINK_ID,COMMENTS,DATE_STUDY_ADDED,ABUNDANCE_TYPE,BIOMASS_TYPE,SAMPLE_DESC_NAME
344,Terrestrial,Tropical,,,,,Cerrado biome. riparian forest,TRUE,"Tropical and subtropical grasslands, savannas and shrublands",Terrestrial plants,Trees,Brazil Dataset 4,A,Y,2,1992,2004,-22.5972,-50.3689,65,2,1,118,0.003,0.003,0.0000043,Giselda Durigan,,giselda.durigan@gmail.com,,ODbL,None,Contacted author directly,"Trees were sampled in a continuum 30x50m plot in 2 years at Esta??o Ecol?gica de Assis Assis municipality SP Brazil. All trees with diameter at the breast height ? 5cm were sampled within a plot.  Vegetation type: Cerrado biome riparian forest from 0-30 m distant from the  margins of a small stream. Landscape conditions: a fragment of 1760 ha of Cerrado vegetation protected from fire in the last 56 years surrounded by pasture pine plantations and sugar cane. Woody encroachment has been observed in the whole area. A severe frost occurred in the year 2000. Trees were sampled in a continuum 30x50m plot in 2 years at Esta??o Ecol?gica de Assis Assis municipality SP Brazil.  Unit of abundance = IndCountInt, Unit of biomass = NA",Plots,,FM- deleted all zero abundance and biomass,Aug-16,Count,NA,year_plot
345,Terrestrial,Tropical,,,,,Cerrado biome. riparian forest,TRUE,"Tropical and subtropical grasslands, savannas and shrublands",Terrestrial plants,Trees,Brazil Dataset 5,A,Y,2,1993,2005,-22.6089,-50.3953,48,2,1,84,0.002,0.002,0.0000043,Giselda Durigan,,giselda.durigan@gmail.com,,ODbL,None,Contacted author directly,"Trees were sampled in a continuum 20 x 100 m plot in 2 years at Esta??o Ecol?gica de Assis Assis municipality SP Brazil. All trees with diameter at the breast height ? 5cm were sampled within a plot. Vegetation type: Cerrado biome physiognomy cerrad?o (woodland savanna) close to the riparian zone. Landscape conditions: a fragment of 1760 ha of Cerrado vegetation protected from fire in the last 56 years surrounded by pasture pine plantations and sugar cane. Woody encroachment has been observed in the whole area. A severe frost occurred in the year 2000. Trees were sampled in a continuum 20 x 100 m plot in 2 years at Esta??o Ecol?gica de Assis Assis municipality SP Brazil.  Unit of abundance = IndCountInt, Unit of biomass = NA",Plots,,1. Anadenanthera peregrina var. Falcata considered as Anadenanthera peregrina,Aug-16,Count,NA,year_plot
346,Terrestrial,Tropical,,,,,Cerrado biome. riparian forest,TRUE,"Tropical and subtropical grasslands, savannas and shrublands",Terrestrial plants,Trees,Monitoring experiences at the Atlantic rainforest biome using permanent plots.,A,Y,3,2002,2011,-22.593,-50.3786,131,768,1,16900,0.0004,0.1,0.1,Carolina Mathias Moreira,Ana Paula Savassi-Coutinho Giselda Durigan Vin?cius Castro Souza Nat?lia Macedo Ivanauskas and Ricardo Ribeiro Rodrigues.,nivanaus@yahoo.com.br,rrresalq@usp.br,ODbL,None,Contacted author directly,"Trees were sampled in 256 20x20m plots in 3 years at Esta??o Ecol?gica de Assis Assis municipality SP Brazil. The total plot 320x320m (10.24 ha) was divided in 256 20x20m smaller plots.  All trees with circumference at the breast height ? 15cm were sampled within a plot. Vegetation type: Cerrado biome.  Trees were sampled in 256 20x20m plots in 3 years at Esta??o Ecol?gica de Assis Assis municipality SP Brazil.  Unit of abundance = IndCountInt, Unit of biomass = NA",Plots,,1. Individuals not identified to genus referred to unknown,Aug-16,Count,NA,year_plot
347,Marine,Tropical,,,,,Estuary,TRUE,Tropical seas,Marine invertebrates,Zooplankton,Zooplankton community of the Vitoria Bay estuarine system (southeastern Brazil). Characterization during a three-year study,A,Y,3,1998,2000,-20.288802,-40.323011,64,30,10,2074,,0,47.5533191,Jose Mauro Sterza,Luiz Loureiro Fernandes,jmsterza@yahoo.com.br,,ODbL,None,Contacted author directly,"Single zooplankton hauls were taken using aconical-cylindrical plankton net with a 30-cm mouthopening and a 200?m mesh size fitted with amechanical flow meter to estimate the amount of waterfiltered. Sub-surface towswere obtained with the boat at approximately 1 knotduring a five-minute period. Samples were preservedin aqueous solution of formaldehyde 5% bufferedwith sodium tetra-borate. Single zooplankton hauls were taken using aconical-cylindrical plankton net with a 30-cm mouthopening and a 200?m mesh size. Sub-surface towswere obtained with the boat at approximately 1 knotduring a five-minute period. Unit of abundance = IndCountInt, Unit of biomass = NA",nets,,1.Abundance given by individuals per m? 2. Genus and species revised by author as requested 3. Coordinates converted to decimal 4. Points P4 P5 P6 P7 and P8 are located within Protected area - Ecological Station Reserva do Lameirao. ,Aug-16,Count,NA,year_plot
348,Terrestrial,Temperate/Tropical,,,,,Restinga,FALSE,Tropical and subtropical moist broadleaf forests,Mammals,Bat,Bats (Mammalia Chiroptera) in restinga in the municipality of Jaguaruna south of Santa Catarina Brazil. ,AB,Y,10,2006,2016,-28.6089,-48.98125,13,16,2,177,,0,0.0126637,Fernando Carvalho,Fernando Carvalho,fernando_bats@yahoo.com.br,f.carvalho@unesc.net,ODbL,None,Contacted author directly,"Bat individuals were collected from 2006 to 2016. In each night?s collection five mist nets were installed at ground level open for six hours after sunset. Sampling was conducted from 2006 to 2016 using in each night?s collection five mist nets installed at ground level open for six hours after sunset. Unit of abundance = IndCountInt, Unit of biomass = Weight",nets,,1. Name of plots: 1: Jabuticabeira 2: Morro Bonito 3: Unimin.,Aug-16,Count,Weight,year_plot
349,Marine,Temperate,,,,,Abyssal plain,FALSE,Temperate shelf and seas ecoregions,Benthos,Polychaeta,St. M polychaete species time-series,AB,Y,10,1991,2011,34.91799,-123.025626,141,89,21,1730,0.041209 m2,8.26E-08,1250,Claire Laguionie-Marchais,Henry Ruhl,claire.laguionie.professional@gmail.com,h.ruhl@noc.ac.uk,CC-by,None,MBARI/NOC/NHM project,"2.1. Study area macrofauna sampling and species identification - We used data from twenty-two research cruises (Table 1) from 1991 to 2011 conducted at Sta. M in the North East Pacific (Smith and Druffel 1998). To accommodate the water depth limitations of the remotely operated vehicles Tiburon and Doc Ricketts used during later collections the sampling area was relocated some 40 km between the 1991 and 2005 period (34?50?N 123?00?W c. 4100 m water depth) and the present (35?10?N 122?59?W c. 4000 m water depth; Fig. 1). Macrofauna were sampled with a free-vehicle grab respirometer (FVGR; Smith et al. 2001) a system comprised of four 413-cm2 grabs that collected the top 15 cm of the sediment column (Table 1). After recovery sediment from each grab was sieved through a 300 ?m mesh and preserved in 10% borax-buffered formalin solution. All polychaete specimens recovered from the grab samples were identified to species level using high-power microscopes (Zeiss Discovery v20 Stereo and high power Leica DM 5000 B) published identification keys and original taxonomic descriptions (e.g. Fauchald 1972 Fauchald 1977 and Fauchald and Hancock 1981). Only individuals with a head were considered in the subsequent analyses to give an objective assessment of density and diversity with respect to individual counts (Paterson et al. 2009). Of the 3800 headed-individuals 3646 could be classified to family level and 3077 to species level. Many species appeared to be undescribed and were designated as sp. A sp. B and so forth. Each family was assigned to a single functional group among those defined by Fauchald and Jumars (1979) as detailed in Laguionie-Marchais et al. (2013) and in Table 2. 2.2. Proxies of polychaete biomass and energy use rate. Of the 3077 identified specimens only 100 were complete individuals consequently a proxy of polychaete body volume was employed. The width of the first chaetiger (W1) was measured for all specimens (see Paterson et al. 2006) and cubed as a proxy for individual body mass (=W13). Proxy rates of energy use (respiration R) were then estimated for each specimen using standard mass scaling (e.g. mass3/4 Brown et al. 2004) such that proxy energy use rate R = (W13)3/4 = W12.25. Neither a proportionality coefficient nor a temperature coefficient was applied as in situ temperature was near-constant at Sta. M ( Ruhl et al. 2014). Hereafter the terms proxy biomass and proxy energy use rate are simply referred to as biomass and energy use rate. Grabs Unit of abundance = IndCountInt, Unit of biomass = Weight",Grabs,,1. Used Deployment_Chamber as sample ID ? Deployment has unique lat/long depth and date2. Removed abundance=03. Biomass is a proxy of the biomass (see the paper for explanations)4. Kept Macellicephalinae genus A sp. A as Macellicephalinae Paraonides abranchiata monilaris sp. A AND abranchiata sp. B as Paraonides abranchiata Ceratocephale cf. abyssorum as Ceratocephale abyssorum etc,Aug-16,Count,Weight,deployment_chamber_date
350,Marine,Temperate,,,,,Abyssal plain,FALSE,Temperate shelf and seas ecoregions,Benthos,Epibenthic megafauna,Megafauna PAP time series,AB,Y,12,1989,2011,49,-16.5,50,15,1,563,,0.01,500,Claire Laguionie-Marchais,Henry Ruhl,claire.laguionie.professional@gmail.com,h.ruhl@noc.ac.uk,CC-by,None,NOCS,"2.1. Study area - The Porcupine Abyssal Plain is situated off the southwest coast of Ireland in the Northeast Atlantic. All the samples were collected between 1989 and 2005. Most samples were taken within a 20 nautical mile (37 km) radius of a central position for time series studies (48?50?N and 16?30?W) (Fig. 1 and Table 1). This site became known as the ?BENGAL Station? following a major European project on seabed biology and geochemistry that focussed its work there (Billett and Rice 2001). The site is now known as the Porcupine Abyssal Plain Sustained Observatory (PAP-SO). The site was chosen to be as far as possible from the influence of the continental slope to the east and the foothills of the Mid-Atlantic Ridge to the west. The aim was to reduce perturbations caused by slope-related process on the continental margin and the ocean ridge to a minimum. This allowed processes linking the sea surface to the abyssal seabed through the transfer of organic matter to be studied. The seabed depth at the sampling site ranges between 4800 and 4850 m. The site was a level area of seabed with little topographic and environmental heterogeneity. It had a strong seasonal signal in the flux of organic material (phytodetritus) (Billett et al. 1983).  2.2. Sampling - Sampling for megafauna was undertaken using a semi-balloon otter trawl (OTSB14). The wing-end spread was 8.6 m and the net height was approximately 1.5 m from the footrope to the headline. Towing speed was a nominal 0.75 ms?1. The net was constructed of a 44 mm stretch mesh in the main part a 37 mm stretch mesh in the central part and a 13 mm stretch mesh liner in the cod-end. Contact of the net with the seafloor and hence an estimate of the area fished was assessed by changes in wire tension during trawling operations. The acoustic beacon used with trawls between 1989 and 1999 to monitor performance was unavailable from 2000 onwards. We are nevertheless confident that our estimates of seafloor area fished remain consistent throughout the time series. On completion of a trawl samples were sorted into major taxonomic groups on board the ship before being fixed in 5% borax-buffered formaldehyde in seawater. The samples were transferred into 80% methylated spirit once the samples were returned to the laboratory. The samples were then sorted into finer taxonomic groups and wet weight and length was measured for each individual. Apart from sampling at the time series station in the middle of the Porcupine Abyssal Plain a number of other stations were sampled over the years to give spatial relevance (ca. 40?100 nm from PAP-SO). Specific sampling was undertaken deeper than 4800 m to the southeast east and north of the time series station (Fig. 1 Table 1). In addition advantage was taken of other trawling at abyssal depths closer to the base of the continental slope as part of science programmes conducted by the Oceanlab University of Aberdeen and the National Oceanography Centre Southampton. The samples came mainly from close to the mouth of the Porcupine Seabight (Fig. 1). This area had been sampled many times during the IOS Deep-Sea Biology Programme from 1976 to 1989 (Rice et al. 1991). Some of the larger abundant holothurians collected in the trawls namely Psychropotes longicauda O. mutabilis Pseudostichopus villosus and Paroriza prouhoi were enumerated and weighed at sea (fresh wet weight biomass) before the samples were used for other analyses in the years 1998 and 1999. Where this occurred the fresh wet weights were converted to preserved wet weight by applying a factor of 0.6 to the fresh wet weight in order to allow a comparison of wet weight biomass over the whole time series. Conand (1989) has shown that holothurians lose about 40% of their wet weight on preservation. Trawl sampling OTSB14 Unit of abundance = CountPerSqM, Unit of biomass = Weight",Trawl sampling OTSB14,,1. Abundance is individuals per m2 and biomass is g per m22. Abundance is aggregated by month of sampling3. Removed abundance =0 (three records with biomass but abundance = 0 were not included)4. Kept Dytaster grandis grandis as Dytaster grandis and Species spp. as sp,Aug-16,Density,Weight,year_month
351,Marine,Temperate,,,,,Abyssal plain,FALSE,Temperate shelf and seas ecoregions,Benthos,Echinodermata,Megafauna Sta M time series,AB,Y,13,1989,2004,34.833333,-123,10,37,1,350,,0,0.0000049,Claire Laguionie-Marchais,Henry Ruhl,claire.laguionie.professional@gmail.com,h.ruhl@noc.ac.uk,CC-by,None,MBARI,"Forty-eight photographic line transects typically 1.5 km in length were conducted between October 1989 and September 2002. These transects were typically conducted seasonally but this frequency was variable due to logistical constraints. Linetransect photography was conducted using a Benthos 372 35mm film camera and Benthos 382 strobe mounted on a towed benthic camera sled at a height of 82 cm and 22.5? below horizontal (S1). The camera took photographs approximately every five s as the sled moved along the bottom at roughly 2.8 km h-1 creating a continuous image mosaic of the seafloor with overlapping frames. A semi-balloon otter trawl was towed behind the camera sled to non-quantitatively collect specimens from the line transect area. Collected specimens were then identified and used in part as a voucher collection to identify species in the line-transect photographs. The semi-balloon trawl had a 6.1 m opening and 3.8 cm stretch mesh net with a 1.3 cm mesh cod-end liner (S1). The photographs were evaluated using a Canadian grid system (S2) and the computer program DISTANCE (S3) which was based on line-transect theory (S4). The relative location of each individual along each transect was digitized. DISTANCE estimated the visibility of an object at a distance perpendicular to the centerline of the transect and provided a probability density function and effective strip width (ESW) for each species. The sum of non-overlapping distances between frames along the transect axis provided the transect length. Overlap was estimated by measuring the relative positions of a distinct object in sequential frames. The ESW was multiplied by the transect length to provide an estimation of abundance. When the abundance of any given group was below 15 individuals transect-1 an ESW from a species of similar visibility was used to estimate abundance. Detailed descriptions of the line-transect methodsapplied to the analysis of deep-sea camera sled photographs can be found in the supplemental reference materials (S5 S6). The Bray-Curtis dendrogram was created using log transformed (log(x+1)) monthly  abundance estimates for each of the ten most dominant taxa with group average clustering. Photographic line transect Unit of abundance = CountPerSqM, Unit of biomass = Weight",Photographic line transect,,1. Abundance is individuals per m2 and biomass is estimated from length-weight relationships2. Removed abundance =03. NB: the species names were standardised according to Kuhnz et al. 20144. Kept Synallactes genus indet sp. Indet as Synallactes sp Oneirophanta mutabilis complex as Oneirophanta mutabilis Elpidia sp. A as Elpidia sp,Aug-16,Density,Weight,year_month
352,Terrestrial,Tropical,,,,,Tropical flooded forest,TRUE,Tropical and subtropical moist broadleaf forests,Terrestrial plants,Trees,Flooded forest plot sampling in Peru,A,Y,4,1999,2002,-2,-75,98,120,1,906, 5m x 5m (25 m 2) plots,0.000025,0.000004,Randall W. Myster,,myster@okstate.edu,,CC-by,http://luq.lternet.edu/data/luqmetadata169,Luquillo LTER,"In order to better understand how flooding and gap formation affect Amazonian rainforests I set up plots both in three major forest types that differed by flooding duration (referred to here as dry wet very wet) and in their respective gaps. Plots Unit of abundance = IndCountInt, Unit of biomass = NA",Plots,,1. Removed Contacts=dead,Aug-16,Count,NA,year_plot
353,Terrestrial,Tropical,,,,,Pluvial premontane forest,TRUE,Tropical and subtropical moist broadleaf forests,Terrestrial plants,Trees,La Planada Forest Dynamics Plots,A,Y,2,1997,2003,1.1558,-77.9935,180,2,1,345,0.25,0.25,0.000004,Natalia Norden Medina,,nnorden@humboldt.org.co,,CC-by-NC,http://www.ctfs.si.edu/site/La+Planada,The Center for Tropical Forest Science. Smithsonian Tropical Research Institute,"High in Andean cloud forest lies the 25-ha La Planada Forest Dynamics Plot in the La Planada Nature Reserve. The La Planada plot was established in 1996 by the Instituto de Investigacion de Recursos Biologicos Alexander von Humboldt and CTFS/STRI. The plots site represents a gradient from the plateau of La Planada (1718 m) to the slopes leading to the surrounding ridges (1844 m) and researchers are interested in how the forest changes over this gradient. The La Planada site provides interesting parrallels to the Asian montane site Doi Inthanon Forest Dynamics Plot. Plots Unit of abundance = IndCountInt, Unit of biomass = NA",Plots,,1. Removed abundance=0,Aug-16,Count,NA,year
